Drug1,Drug2,Label
Dronabinol,Chloramphenicol,0
Eletriptan,Chloramphenicol,0
Enasidenib,Chloramphenicol,0
Ergonovine,Chloramphenicol,1
Ergotamine,Chloramphenicol,1
Escitalopram,Chloramphenicol,0
Eslicarbazepineacetate,Chloramphenicol,0
Esomeprazole,Chloramphenicol,0
Estradiol,Chloramphenicol,0
Estradiolacetate,Chloramphenicol,0
Estradiolbenzoate,Chloramphenicol,0
Estradiolcypionate,Chloramphenicol,0
Estradioldienanthate,Chloramphenicol,0
Estradiolvalerate,Chloramphenicol,0
Ethanol,Chloramphenicol,1
Etizolam,Chloramphenicol,0
Famotidine,Chloramphenicol,0
Flibanserin,Chloramphenicol,2
Flunitrazepam,Chloramphenicol,0
Fluoxetine,Chloramphenicol,0
Flutamide,Chloramphenicol,0
Fluvastatin,Chloramphenicol,2
Fluvoxamine,Chloramphenicol,0
Formoterol,Chloramphenicol,0
Fosphenytoin,Chloramphenicol,0
Gemfibrozil,Chloramphenicol,0
Gliclazide,Chloramphenicol,0
Glimepiride,Chloramphenicol,0
Glipizide,Chloramphenicol,0
Glucosamine,Chloramphenicol,0
Glyburide,Chloramphenicol,0
Guanfacine,Chloramphenicol,0
Haloperidol,Chloramphenicol,0
Hexobarbital,Chloramphenicol,0
Ibrutinib,Chloramphenicol,2
Ibuprofen,Chloramphenicol,0
Ifosfamide,Chloramphenicol,0
Imatinib,Chloramphenicol,0
Imipramine,Chloramphenicol,0
Indomethacin,Chloramphenicol,0
Isoniazid,Chloramphenicol,0
Ketobemidone,Chloramphenicol,0
Ketoconazole,Chloramphenicol,0
Lansoprazole,Chloramphenicol,0
Lapatinib,Chloramphenicol,0
Levomilnacipran,Chloramphenicol,0
Lisuride,Chloramphenicol,1
Lobeglitazone,Chloramphenicol,0
Lorcaserin,Chloramphenicol,0
Lovastatin,Chloramphenicol,2
Lumacaftor,Chloramphenicol,3
Lumiracoxib,Chloramphenicol,0
Macitentan,Chloramphenicol,0
Melatonin,Chloramphenicol,0
Meprobamate,Chloramphenicol,0
Metamizole,Chloramphenicol,43
Methadone,Chloramphenicol,0
Methsuximide,Chloramphenicol,0
Methylergometrine,Chloramphenicol,1
Methylphenobarbital,Chloramphenicol,0
Metoprolol,Chloramphenicol,0
Moclobemide,Chloramphenicol,0
Modafinil,Chloramphenicol,0
Nabiximols,Chloramphenicol,0
Nicardipine,Chloramphenicol,0
Chlorphenamine,Chloroprocaine,1
Chlorpromazine,Chloroprocaine,1
Chlorzoxazone,Chloroprocaine,1
Cinchocaine,Chloroprocaine,1
Citalopram,Chloroprocaine,1
Clemastine,Chloroprocaine,1
Clomipramine,Chloroprocaine,1
Clonazepam,Chloroprocaine,1
Clonidine,Chloroprocaine,1
Clorazepate,Chloroprocaine,1
Clozapine,Chloroprocaine,1
Cocaine,Chloroprocaine,1
Codeine,Chloroprocaine,1
Cyclizine,Chloroprocaine,1
Cyclobenzaprine,Chloroprocaine,1
Cyproheptadine,Chloroprocaine,1
Dantrolene,Chloroprocaine,1
Desipramine,Chloroprocaine,1
Desloratadine,Chloroprocaine,1
Desvenlafaxine,Chloroprocaine,1
Dexmedetomidine,Chloroprocaine,1
Dextropropoxyphene,Chloroprocaine,1
Diazepam,Chloroprocaine,1
Diphenhydramine,Chloroprocaine,1
Doxepin,Chloroprocaine,1
Doxylamine,Chloroprocaine,5
Dronabinol,Chloroprocaine,5
Duloxetine,Chloroprocaine,1
Enflurane,Chloroprocaine,1
Entacapone,Chloroprocaine,1
Escitalopram,Chloroprocaine,1
Estazolam,Chloroprocaine,1
Eszopiclone,Chloroprocaine,1
Ethanol,Chloroprocaine,5
Ethosuximide,Chloroprocaine,1
Ethotoin,Chloroprocaine,1
Ethylmorphine,Chloroprocaine,1
Etizolam,Chloroprocaine,1
Etomidate,Chloroprocaine,1
Ezogabine,Chloroprocaine,1
Felbamate,Chloroprocaine,1
Fentanyl,Chloroprocaine,1
Fexofenadine,Chloroprocaine,1
Flibanserin,Chloroprocaine,1
Flunarizine,Chloroprocaine,1
Flunitrazepam,Chloroprocaine,1
Fluoxetine,Chloroprocaine,1
Flupentixol,Chloroprocaine,1
Fluphenazine,Chloroprocaine,1
Flurazepam,Chloroprocaine,1
Fluticasonepropionate,Chloroprocaine,1
Fluvoxamine,Chloroprocaine,1
Fosphenytoin,Chloroprocaine,1
Fospropofol,Chloroprocaine,1
Gabapentin,Chloroprocaine,1
Glutethimide,Chloroprocaine,1
Guanfacine,Chloroprocaine,1
Haloperidol,Chloroprocaine,1
Halothane,Chloroprocaine,1
Hexobarbital,Chloroprocaine,1
Hydrocodone,Chloroprocaine,5
Hydromorphone,Chloroprocaine,1
Hydroxyzine,Chloroprocaine,5
Iloperidone,Chloroprocaine,1
Imipramine,Chloroprocaine,1
Isoflurane,Chloroprocaine,1
Ketamine,Chloroprocaine,1
Ketazolam,Chloroprocaine,1
Ketobemidone,Chloroprocaine,1
Lamotrigine,Chloroprocaine,1
Levobupivacaine,Chloroprocaine,1
Levocetirizine,Chloroprocaine,1
Levodopa,Chloroprocaine,1
Levomethadylacetate,Chloroprocaine,1
Levomilnacipran,Chloroprocaine,1
Lidocaine,Chloroprocaine,1
Loratadine,Chloroprocaine,1
Lorazepam,Chloroprocaine,1
Lurasidone,Chloroprocaine,1
Maprotiline,Chloroprocaine,1
Meclizine,Chloroprocaine,1
Melatonin,Chloroprocaine,1
Melperone,Chloroprocaine,1
Meprobamate,Chloroprocaine,1
Mesoridazine,Chloroprocaine,1
Methadone,Chloroprocaine,1
Methotrimeprazine,Chloroprocaine,5
Methoxyflurane,Chloroprocaine,1
Methsuximide,Chloroprocaine,1
Methylphenobarbital,Chloroprocaine,1
Midazolam,Chloroprocaine,1
Mirtazapine,Chloroprocaine,5
Morphine,Chloroprocaine,1
Nabilone,Chloroprocaine,5
Nefazodone,Chloroprocaine,1
Chlorphenamine,Chloroquine,0
Chlorpromazine,Chloroquine,6
Chlorzoxazone,Chloroquine,0
Cholecalciferol,Chloroquine,0
Ciclesonide,Chloroquine,1
Cilostazol,Chloroquine,0
Cimetidine,Chloroquine,0
Cinacalcet,Chloroquine,0
Cinnarizine,Chloroquine,0
Ciprofloxacin,Chloroquine,6
Cisapride,Chloroquine,6
Citalopram,Chloroquine,6
Clarithromycin,Chloroquine,0
Clemastine,Chloroquine,0
Clevidipine,Chloroquine,0
Clobetasolpropionate,Chloroquine,1
Clodronicacid,Chloroquine,1
Clomipramine,Chloroquine,0
Clonidine,Chloroquine,0
Clotrimazole,Chloroquine,0
Clozapine,Chloroquine,6
Cocaine,Chloroquine,0
Codeine,Chloroquine,4
Colchicine,Chloroquine,2
Conivaptan,Chloroquine,2
Cortisoneacetate,Chloroquine,1
Crisaborole,Chloroquine,0
Crizotinib,Chloroquine,6
Cyclobenzaprine,Chloroquine,0
Cyclophosphamide,Chloroquine,0
Cyclosporine,Chloroquine,31
Dabigatranetexilate,Chloroquine,12
Chloroquine,Dabrafenib,3
Chloroquine,Dapagliflozin,0
Chloroquine,Darifenacin,0
Chloroquine,Dasatinib,2
Chloroquine,Daunorubicin,19
Chloroquine,Debrisoquin,0
Chloroquine,Desipramine,0
Chloroquine,Desmopressin,1
Chloroquine,Deutetrabenazine,6
Chloroquine,Dexamethasone,1
Chloroquine,Dexchlorpheniraminemaleate,0
Chloroquine,Dexfenfluramine,0
Chloroquine,Dexketoprofen,1
Chloroquine,Dexmethylphenidate,0
Chloroquine,Dextroamphetamine,0
Chloroquine,Dextromethorphan,0
Chloroquine,Diclofenac,1
Chloroquine,Dicoumarol,11
Chloroquine,Diethylcarbamazine,3
Chloroquine,Diflunisal,1
Chloroquine,Digitoxin,2
Chloroquine,Digoxin,2
Chloroquine,Dihydroergotamine,0
Chloroquine,Diltiazem,0
Chloroquine,Dinoprostone,4
Chloroquine,Diphenhydramine,0
Chloroquine,Disopyramide,6
Chloroquine,Dofetilide,6
Chloroquine,Dolasetron,6
Chloroquine,Domperidone,6
Chloroquine,Donepezil,0
Chloroquine,Dopamine,0
Chloroquine,Dosulepin,0
Chloroquine,Doxazosin,0
Chloroquine,Doxepin,0
Chloroquine,Doxycycline,0
Chloroquine,Dronedarone,6
Chloroquine,Drospirenone,30
Chloroquine,Duloxetine,0
Chloroquine,Eletriptan,0
Chloroquine,Eliglustat,2
Chloroquine,Enalapril,1
Chloroquine,Enasidenib,0
Chloroquine,Encainide,0
Chloroquine,Enoxacin,34
Chloroquine,Enzalutamide,3
Chloroquine,Epinastine,0
Chloroquine,Epirubicin,19
Chloroquine,Eplerenone,9
Chloroquine,Epoprostenol,4
Chloroquine,Eprosartan,1
Chloroquine,Erlotinib,0
Chloroquine,Erythromycin,6
Chloroquine,Escitalopram,6
Chloroquine,Estrone,1
Chloroquine,Estronesulfate,1
Chloroquine,Etacrynicacid,4
Chloroquine,Ethylmorphine,0
Chloroquine,Etodolac,1
Chloroquine,Etoricoxib,1
Chloroquine,Everolimus,2
Chloroquine,Ezogabine,6
Chloroquine,Famotidine,6
Chloroquine,Felbamate,6
Chloroquine,Felodipine,0
Chloroquine,Fesoterodine,12
Fingolimod,Chloroquine,0
Flecainide,Chloroquine,6
Flunarizine,Chloroquine,0
Flunisolide,Chloroquine,1
Fluocinoloneacetonide,Chloroquine,1
Fluorometholone,Chloroquine,1
Fluoxetine,Chloroquine,6
Flupentixol,Chloroquine,6
Fluphenazine,Chloroquine,2
Flurbiprofen,Chloroquine,1
Fluticasonefuroate,Chloroquine,1
Fluticasonepropionate,Chloroquine,1
Fluvastatin,Chloroquine,0
Fluvoxamine,Chloroquine,0
Folicacid,Chloroquine,4
Formoterol,Chloroquine,0
Fosphenytoin,Chloroquine,8
Furosemide,Chloroquine,4
Galantamine,Chloroquine,0
Gefitinib,Chloroquine,0
Granisetron,Chloroquine,6
Halofantrine,Chloroquine,0
Haloperidol,Chloroquine,1
Halothane,Chloroquine,0
Hydralazine,Chloroquine,9
Hydrocodone,Chloroquine,0
Hydrocortisone,Chloroquine,1
Hydromorphone,Chloroquine,0
Hydroxychloroquine,Chloroquine,3
Hydroxyzine,Chloroquine,6
Ibrutinib,Chloroquine,0
Ibuprofen,Chloroquine,1
Idarubicin,Chloroquine,19
Iloperidone,Chloroquine,6
Imatinib,Chloroquine,0
Imipramine,Chloroquine,0
Indacaterol,Chloroquine,6
Indapamide,Chloroquine,4
Indomethacin,Chloroquine,1
Ipratropiumbromide,Chloroquine,0
Irbesartan,Chloroquine,0
Isavuconazole,Chloroquine,2
Isoflurane,Chloroquine,6
Isoniazid,Chloroquine,0
Isradipine,Chloroquine,0
Itraconazole,Chloroquine,0
Ivacaftor,Chloroquine,2
Ketoconazole,Chloroquine,0
Ketoprofen,Chloroquine,1
Labetalol,Chloroquine,0
Lapatinib,Chloroquine,0
Leflunomide,Chloroquine,1
Lenvatinib,Chloroquine,6
Levodopa,Chloroquine,0
Levofloxacin,Chloroquine,6
Levomilnacipran,Chloroquine,0
Lidocaine,Chloroquine,0
Lisuride,Chloroquine,0
Lomustine,Chloroquine,0
Loperamide,Chloroquine,0
Loratadine,Chloroquine,0
Lorcaserin,Chloroquine,0
Lornoxicam,Chloroquine,1
Lorpiprazole,Chloroquine,2
Losartan,Chloroquine,0
Lovastatin,Chloroquine,0
Loxoprofen,Chloroquine,1
Lubiprostone,Chloroquine,4
Lumacaftor,Chloroquine,2
Lumiracoxib,Chloroquine,1
Macimorelin,Chloroquine,6
Maprotiline,Chloroquine,0
Masoprocol,Chloroquine,1
Mebendazole,Chloroquine,3
Mefenamicacid,Chloroquine,1
Mefloquine,Chloroquine,1
Meloxicam,Chloroquine,1
Mequitazine,Chloroquine,0
Mesoridazine,Chloroquine,2
Metamizole,Chloroquine,1
Methadone,Chloroquine,6
Methamphetamine,Chloroquine,0
Methotrexate,Chloroquine,2
Methotrimeprazine,Chloroquine,0
Methoxyflurane,Chloroquine,0
Methylphenidate,Chloroquine,0
Methylprednisolone,Chloroquine,1
Methyprylon,Chloroquine,0
Metoclopramide,Chloroquine,0
Metoprolol,Chloroquine,2
Metronidazole,Chloroquine,6
Mexiletine,Chloroquine,0
Mianserin,Chloroquine,0
Midostaurin,Chloroquine,0
Minaprine,Chloroquine,0
Mirabegron,Chloroquine,0
Mirtazapine,Chloroquine,0
Mitotane,Chloroquine,3
Moclobemide,Chloroquine,0
Mometasone,Chloroquine,1
Morniflumate,Chloroquine,1
Morphine,Chloroquine,0
Mycophenolatemofetil,Chloroquine,1
Mycophenolicacid,Chloroquine,1
Nabumetone,Chloroquine,1
Naloxegol,Chloroquine,2
Naproxen,Chloroquine,1
Nateglinide,Chloroquine,0
Nebivolol,Chloroquine,2
Nefazodone,Chloroquine,0
Netupitant,Chloroquine,2
Nicardipine,Chloroquine,0
Chlorpromazine,Chlorphenamine,0
Chlorzoxazone,Chlorphenamine,1
Cholecalciferol,Chlorphenamine,0
Cimetidine,Chlorphenamine,0
Cinacalcet,Chlorphenamine,0
Cinchocaine,Chlorphenamine,1
Citalopram,Chlorphenamine,0
Clarithromycin,Chlorphenamine,0
Clemastine,Chlorphenamine,0
Clomipramine,Chlorphenamine,0
Clonazepam,Chlorphenamine,1
Clonidine,Chlorphenamine,1
Clorazepate,Chlorphenamine,1
Clotrimazole,Chlorphenamine,0
Clozapine,Chlorphenamine,0
Cocaine,Chlorphenamine,0
Codeine,Chlorphenamine,1
Conivaptan,Chlorphenamine,2
Crizotinib,Chlorphenamine,0
Cyclizine,Chlorphenamine,1
Cyclobenzaprine,Chlorphenamine,1
Cyclosporine,Chlorphenamine,0
Cyproheptadine,Chlorphenamine,1
Dabrafenib,Chlorphenamine,3
Dantrolene,Chlorphenamine,1
Darifenacin,Chlorphenamine,0
Dasatinib,Chlorphenamine,2
Desipramine,Chlorphenamine,0
Desloratadine,Chlorphenamine,1
Desvenlafaxine,Chlorphenamine,1
Dexmedetomidine,Chlorphenamine,1
Dextroamphetamine,Chlorphenamine,21
Dextropropoxyphene,Chlorphenamine,1
Diazepam,Chlorphenamine,1
Dihydroergotamine,Chlorphenamine,0
Diltiazem,Chlorphenamine,0
Diphenhydramine,Chlorphenamine,0
Dosulepin,Chlorphenamine,0
Doxepin,Chlorphenamine,1
Doxycycline,Chlorphenamine,0
Doxylamine,Chlorphenamine,5
Dronabinol,Chlorphenamine,5
Dronedarone,Chlorphenamine,0
Duloxetine,Chlorphenamine,0
Eliglustat,Chlorphenamine,0
Enflurane,Chlorphenamine,1
Entacapone,Chlorphenamine,1
Enzalutamide,Chlorphenamine,3
Erythromycin,Chlorphenamine,0
Escitalopram,Chlorphenamine,1
Estazolam,Chlorphenamine,1
Eszopiclone,Chlorphenamine,1
Ethanol,Chlorphenamine,5
Ethosuximide,Chlorphenamine,1
Ethotoin,Chlorphenamine,1
Ethylmorphine,Chlorphenamine,1
Etizolam,Chlorphenamine,1
Etomidate,Chlorphenamine,1
Ezogabine,Chlorphenamine,1
Felbamate,Chlorphenamine,1
Fentanyl,Chlorphenamine,1
Fesoterodine,Chlorphenamine,12
Chlorphenamine,Fexofenadine,1
Chlorphenamine,Flibanserin,1
Chlorphenamine,Flunarizine,1
Chlorphenamine,Flunitrazepam,1
Chlorphenamine,Fluoxetine,0
Chlorphenamine,Flupentixol,1
Chlorphenamine,Fluphenazine,1
Chlorphenamine,Flurazepam,1
Chlorphenamine,Fluticasonepropionate,1
Chlorphenamine,Fluvoxamine,0
Chlorphenamine,Fosphenytoin,2
Chlorphenamine,Fospropofol,1
Chlorphenamine,Gabapentin,1
Chlorphenamine,Glutethimide,1
Chlorphenamine,Guanfacine,1
Chlorphenamine,Haloperidol,0
Chlorphenamine,Halothane,1
Chlorphenamine,Hexobarbital,1
Chlorphenamine,Hydrocodone,5
Chlorphenamine,Hydromorphone,1
Chlorphenamine,Hydroxyzine,5
Chlorphenamine,Iloperidone,1
Chlorphenamine,Imatinib,0
Chlorphenamine,Imipramine,0
Chlorphenamine,Isavuconazole,2
Chlorphenamine,Isoflurane,1
Chlorphenamine,Isoniazid,0
Chlorphenamine,Isradipine,0
Chlorphenamine,Itraconazole,0
Chlorphenamine,Ivacaftor,2
Chlorphenamine,Ketamine,1
Chlorphenamine,Ketazolam,1
Chlorphenamine,Ketobemidone,1
Chlorphenamine,Ketoconazole,0
Chlorphenamine,Ltryptophan,14
Chlorphenamine,Lamotrigine,1
Chlorphenamine,Levobupivacaine,1
Chlorphenamine,Levocetirizine,1
Chlorphenamine,Levodopa,1
Chlorphenamine,Levomethadylacetate,1
Chlorphenamine,Levomilnacipran,1
Chlorphenamine,Lidocaine,1
Chlorphenamine,Loratadine,1
Chlorphenamine,Lorazepam,1
Chlorphenamine,Lorcaserin,0
Chlorphenamine,Lorpiprazole,2
Chlorphenamine,Lovastatin,0
Chlorphenamine,Lumacaftor,8
Chlorphenamine,Lurasidone,1
Chlorphenamine,Maprotiline,1
Chlorphenamine,Meclizine,1
Chlorphenamine,Melatonin,1
Chlorphenamine,Melperone,1
Chlorphenamine,Meprobamate,1
Chlorphenamine,Mesoridazine,1
Chlorphenamine,Methadone,0
Chlorphenamine,Methamphetamine,21
Chlorphenamine,Methotrimeprazine,5
Chlorphenamine,Methoxyflurane,1
Chlorphenamine,Methsuximide,1
Chlorphenamine,Methylphenobarbital,1
Chlorphenamine,Metoprolol,2
Chlorphenamine,Midazolam,1
Chlorphenamine,Midostaurin,0
Chlorphenamine,Mifepristone,2
Chlorphenamine,Mirabegron,0
Chlorphenamine,Mirtazapine,5
Chlorphenamine,Mitotane,3
Chlorphenamine,Morphine,1
Chlorphenamine,Nabilone,5
Chlorphenamine,Nefazodone,0
Chlorphenamine,Netupitant,2
Chlorphenamine,Nicardipine,0
Chlorpromazine,Chlorzoxazone,0
Chlorpromazine,Cholecalciferol,0
Chlorpromazine,Cilnidipine,1
Chlorpromazine,Cilostazol,0
Chlorpromazine,Cimetidine,0
Chlorpromazine,Cinacalcet,0
Chlorpromazine,Cinchocaine,1
Chlorpromazine,Cinnarizine,0
Chlorpromazine,Ciprofloxacin,6
Chlorpromazine,Cisapride,6
Chlorpromazine,Citalopram,6
Chlorpromazine,Clarithromycin,0
Chlorpromazine,Clemastine,0
Chlorpromazine,Clevidipine,0
Chlorpromazine,Clofarabine,1
Chlorpromazine,Clomipramine,1
Chlorpromazine,Clonazepam,1
Chlorpromazine,Clonidine,0
Chlorpromazine,Clorazepate,1
Chlorpromazine,Clotrimazole,0
Chlorpromazine,Clozapine,6
Chlorpromazine,Cocaine,0
Chlorpromazine,Codeine,4
Chlorpromazine,Colchicine,2
Chlorpromazine,Conivaptan,2
Chlorpromazine,Crizotinib,6
Chlorpromazine,Cyclizine,1
Chlorpromazine,Cyclobenzaprine,0
Chlorpromazine,Cyclophosphamide,0
Chlorpromazine,Cyclosporine,0
Chlorpromazine,Cyproheptadine,1
Chlorpromazine,Cyproteroneacetate,3
Chlorpromazine,Dabigatranetexilate,12
Dabrafenib,Chlorpromazine,3
Dantrolene,Chlorpromazine,1
Dapagliflozin,Chlorpromazine,0
Darifenacin,Chlorpromazine,0
Dasatinib,Chlorpromazine,2
Debrisoquin,Chlorpromazine,0
Desipramine,Chlorpromazine,0
Desloratadine,Chlorpromazine,1
Desmopressin,Chlorpromazine,1
Desvenlafaxine,Chlorpromazine,1
Deutetrabenazine,Chlorpromazine,6
Dexchlorpheniraminemaleate,Chlorpromazine,0
Dexfenfluramine,Chlorpromazine,0
Dexmedetomidine,Chlorpromazine,1
Dexmethylphenidate,Chlorpromazine,0
Dextroamphetamine,Chlorpromazine,0
Dextromethorphan,Chlorpromazine,0
Dextropropoxyphene,Chlorpromazine,1
Diazepam,Chlorpromazine,1
Diclofenamide,Chlorpromazine,1
Dihydroergotamine,Chlorpromazine,0
Diltiazem,Chlorpromazine,0
Diphenhydramine,Chlorpromazine,0
Disopyramide,Chlorpromazine,6
Dofetilide,Chlorpromazine,6
Dolasetron,Chlorpromazine,6
Domperidone,Chlorpromazine,6
Donepezil,Chlorpromazine,0
Dopamine,Chlorpromazine,0
Dosulepin,Chlorpromazine,0
Doxazosin,Chlorpromazine,0
Doxepin,Chlorpromazine,0
Doxycycline,Chlorpromazine,2
Doxylamine,Chlorpromazine,5
Dronabinol,Chlorpromazine,5
Dronedarone,Chlorpromazine,6
Duloxetine,Chlorpromazine,17
Efonidipine,Chlorpromazine,1
Eletriptan,Chlorpromazine,0
Eliglustat,Chlorpromazine,2
Enalapril,Chlorpromazine,1
Enasidenib,Chlorpromazine,0
Encainide,Chlorpromazine,0
Enflurane,Chlorpromazine,1
Entacapone,Chlorpromazine,1
Enzalutamide,Chlorpromazine,3
Epinastine,Chlorpromazine,0
Eplerenone,Chlorpromazine,1
Epoprostenol,Chlorpromazine,1
Eprosartan,Chlorpromazine,1
Ergonovine,Chlorpromazine,1
Ergotamine,Chlorpromazine,1
Erlotinib,Chlorpromazine,0
Erythromycin,Chlorpromazine,6
Escitalopram,Chlorpromazine,6
Estazolam,Chlorpromazine,1
Eszopiclone,Chlorpromazine,1
Etacrynicacid,Chlorpromazine,1
Ethanol,Chlorpromazine,5
Ethosuximide,Chlorpromazine,1
Ethotoin,Chlorpromazine,1
Ethylmorphine,Chlorpromazine,0
Etizolam,Chlorpromazine,1
Etomidate,Chlorpromazine,1
Etoricoxib,Chlorpromazine,0
Everolimus,Chlorpromazine,2
Ezogabine,Chlorpromazine,6
Famotidine,Chlorpromazine,6
Felbamate,Chlorpromazine,6
Felodipine,Chlorpromazine,1
Fenfluramine,Chlorpromazine,1
Fentanyl,Chlorpromazine,1
Fesoterodine,Chlorpromazine,12
Chlorpromazine,Fexofenadine,1
Chlorpromazine,Fingolimod,0
Chlorpromazine,Flecainide,6
Chlorpromazine,Flibanserin,1
Chlorpromazine,Flunarizine,0
Chlorpromazine,Flunitrazepam,1
Chlorpromazine,Fluoxetine,6
Chlorpromazine,Flupentixol,6
Chlorpromazine,Fluphenazine,0
Chlorpromazine,Flurazepam,1
Chlorpromazine,Fluticasonepropionate,1
Chlorpromazine,Fluvastatin,0
Chlorpromazine,Fluvoxamine,0
Chlorpromazine,Formoterol,0
Chlorpromazine,Fosphenytoin,8
Chlorpromazine,Fospropofol,1
Chlorpromazine,Frovatriptan,1
Chlorpromazine,Furosemide,1
Chlorpromazine,Gabapentin,1
Chlorpromazine,Galantamine,0
Chlorpromazine,Gefitinib,0
Chlorpromazine,Glutethimide,1
Chlorpromazine,Granisetron,6
Chlorpromazine,Guanfacine,1
Chlorpromazine,Halofantrine,2
Chlorpromazine,Haloperidol,6
Chlorpromazine,Halothane,0
Chlorpromazine,Hexobarbital,1
Chlorpromazine,Hydralazine,1
Chlorpromazine,Hydrocodone,5
Chlorpromazine,Hydromorphone,0
Chlorpromazine,Hydroxychloroquine,2
Chlorpromazine,Hydroxyzine,5
Chlorpromazine,Ibrutinib,0
Chlorpromazine,Idarubicin,0
Chlorpromazine,Iloperidone,6
Chlorpromazine,Imatinib,0
Chlorpromazine,Imipramine,1
Chlorpromazine,Indacaterol,6
Chlorpromazine,Indapamide,6
Chlorpromazine,Ipratropiumbromide,0
Chlorpromazine,Irbesartan,1
Chlorpromazine,Isavuconazole,2
Chlorpromazine,Isoflurane,1
Chlorpromazine,Isoniazid,0
Chlorpromazine,Isosorbidedinitrate,1
Chlorpromazine,Isosorbidemononitrate,1
Chlorpromazine,Isradipine,0
Chlorpromazine,Itraconazole,0
Chlorpromazine,Ivacaftor,2
Chlorpromazine,Ketamine,1
Chlorpromazine,Ketazolam,1
Chlorpromazine,Ketobemidone,1
Chlorpromazine,Ketoconazole,0
Chlorpromazine,Labetalol,0
Chlorpromazine,Lamotrigine,1
Chlorpromazine,Lapatinib,6
Chlorpromazine,Lenvatinib,6
Chlorpromazine,Lercanidipine,1
Chlorpromazine,Levobupivacaine,1
Chlorpromazine,Levocetirizine,1
Chlorpromazine,Levodopa,17
Chlorpromazine,Levofloxacin,6
Chlorpromazine,Levomethadylacetate,1
Chlorpromazine,Levomilnacipran,0
Chlorpromazine,Lidocaine,0
Chlorpromazine,Lisuride,0
Chlorpromazine,Lobeglitazone,0
Chlorpromazine,Lomustine,0
Chlorpromazine,Loperamide,0
Chlorpromazine,Loratadine,0
Chlorpromazine,Lorazepam,1
Chlorpromazine,Lorcaserin,0
Chlorpromazine,Lorpiprazole,2
Chlorpromazine,Losartan,1
Chlorpromazine,Lovastatin,0
Chlorpromazine,Lumacaftor,3
Chlorpromazine,Lurasidone,1
Chlorpromazine,Macimorelin,6
Chlorpromazine,Maprotiline,0
Chlorpromazine,Meclizine,1
Chlorpromazine,Mefloquine,2
Chlorpromazine,Melatonin,1
Chlorpromazine,Melperone,1
Chlorpromazine,Meprobamate,1
Chlorpromazine,Mequitazine,26
Chlorpromazine,Mesoridazine,0
Chlorpromazine,Methadone,6
Chlorpromazine,Methamphetamine,0
Chlorpromazine,Methazolamide,1
Chlorpromazine,Methotrimeprazine,5
Chlorpromazine,Methoxyflurane,0
Chlorpromazine,Methsuximide,1
Chlorpromazine,Methyldopa,1
Chlorpromazine,Methylphenidate,1
Chlorpromazine,Methylphenobarbital,1
Chlorpromazine,Methyprylon,0
Chlorpromazine,Metoprolol,2
Chlorpromazine,Metronidazole,6
Chlorpromazine,Mexiletine,0
Chlorpromazine,Mianserin,0
Chlorpromazine,Midazolam,1
Chlorpromazine,Midostaurin,0
Chlorpromazine,Minaprine,0
Chlorpromazine,Mirabegron,0
Chlorpromazine,Mirtazapine,5
Chlorpromazine,Mitotane,3
Chlorpromazine,Moclobemide,0
Chlorpromazine,Morphine,1
Chlorpromazine,Nabilone,5
Chlorpromazine,Naloxegol,2
Chlorpromazine,Naratriptan,1
Chlorpromazine,Nateglinide,0
Chlorpromazine,Nebivolol,2
Chlorpromazine,Nefazodone,0
Chlorpromazine,Netupitant,2
Chlorpromazine,Nicardipine,0
Chlorpropamide,Cholecalciferol,0
Chlorpropamide,Cimetidine,2
Chlorpropamide,Citalopram,0
Chlorpropamide,Clofibrate,10
Chlorpropamide,Clotrimazole,0
Chlorpropamide,Clozapine,4
Chlorpropamide,Colchicine,2
Chlorpropamide,Cortisoneacetate,4
Chlorpropamide,Crisaborole,0
Chlorpropamide,Cyclosporine,0
Chlorpropamide,Cyproteroneacetate,4
Chlorpropamide,Dabigatranetexilate,12
Dabrafenib,Chlorpropamide,3
Danazol,Chlorpropamide,4
Desvenlafaxine,Chlorpropamide,10
Dexamethasone,Chlorpropamide,4
Diazoxide,Chlorpropamide,4
Dicoumarol,Chlorpropamide,11
Dienogest,Chlorpropamide,4
Diflunisal,Chlorpropamide,10
Disopyramide,Chlorpropamide,10
Dosulepin,Chlorpropamide,0
Doxorubicin,Chlorpropamide,2
Drospirenone,Chlorpropamide,4
Duloxetine,Chlorpropamide,10
Enoxacin,Chlorpropamide,10
Epinephrine,Chlorpropamide,4
Ertugliflozin,Chlorpropamide,10
Escitalopram,Chlorpropamide,10
Eslicarbazepineacetate,Chlorpropamide,0
Esomeprazole,Chlorpropamide,0
Estradiol,Chlorpropamide,4
Estronesulfate,Chlorpropamide,4
Etacrynicacid,Chlorpropamide,4
Ethanol,Chlorpropamide,1
Ethinylestradiol,Chlorpropamide,4
Etonogestrel,Chlorpropamide,4
Everolimus,Chlorpropamide,2
Fenofibrate,Chlorpropamide,10
Floxuridine,Chlorpropamide,0
Fluorouracil,Chlorpropamide,0
Fluoxetine,Chlorpropamide,0
Fluvastatin,Chlorpropamide,0
Fluvoxamine,Chlorpropamide,0
Fosphenytoin,Chlorpropamide,8
Furosemide,Chlorpropamide,4
Gemfibrozil,Chlorpropamide,0
Gliclazide,Chlorpropamide,10
Glimepiride,Chlorpropamide,10
Glipizide,Chlorpropamide,10
Glyburide,Chlorpropamide,10
